Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Senator Cynthia Lummis,sencynthialummis,152754318103332,GOVERNMENT_OFFICIAL,US,"Official Page for Senator Cynthia Lummis.
I am proud to represent the people of Wyoming in the United States Senate.",2014-09-19 23:34:08 CEST,8368,8738,2021-04-30 20:45:14 CEST,2021-04-30,20:45:14,Photo,171,18,82,24,1,13,10,8,14,1,,-,0,0,0,N/A,https://www.facebook.com/152754318103332/posts/4253231161388940,"$28 trillion = $3,650 for every human on the planet. No joke.",https://www.facebook.com/sencynthialummis/photos/a.153604234685007/4253230631388993/?type=3,,"U.S. National Debt $28 Trillion $3,650 for EVERY HUMAN ON THE PLANET",,,,,,1.84
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24287,61724,2021-05-06 21:22:06 CEST,2021-05-06,21:22:06,Photo,432,199,149,14,41,0,26,0,1,2,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1718909208270506,"I’m always encouraged when Iowans let me know they’re praying for me. Today, on this #NationalDayofPrayer, I hope you’ll join me in praying for our leaders, our communities, and this great nation we’re blessed to call home.",https://www.facebook.com/senjoniernst/photos/a.447912032036903/1718909164937177/?type=3,,"0O0% -National- Day of Prayer MAY6 2021 KEEP MY EYES ALWAYS ON THE LORD. WITH HIM AT MY RIGHT HAND, WILL NOT BE SHAKEN. PSALM 16:8",,,,,,1.84
Senator Mike Braun,SenatorBraun,2054764874600948,GOVERNMENT_OFFICIAL,US,"Official Facebook of U.S. Senator from Indiana, Mike Braun. 

To contact Senator Braun, please visit http://Braun.senate.gov",2019-01-10 18:56:24 CET,38023,80529,2021-04-29 00:51:35 CEST,2021-04-29,00:51:35,Status,"3,483",950,1158,455,12,80,174,57,592,5,,-,0,0,0,N/A,https://www.facebook.com/2054764874600948/posts/3959385317472218,"President Biden has proposed $6 trillion in spending: If you divide that by every family in this country it’s $46,321 per household. This is taking wasteful spending to a whole new extreme.",,,,,,,,,1.83
"Senator Roger Marshall, M.D.",RogerMarshallMD,232404617204556,GOVERNMENT_OFFICIAL,US,"Senator Roger Marshall, M.D. (R) is a U.S. Senator for the State of Kansas
",2017-01-06 15:19:01 CET,49443,54343,2021-05-02 23:53:02 CEST,2021-05-02,23:53:02,Photo,"1,498",805,547,46,66,2,22,0,7,3,,-,0,0,0,N/A,https://www.facebook.com/232404617204556/posts/1226431704468504,Here at the Kansas Speedway. What a great way to spend a Sunday afternoon. It is incredible — everyone can be outside without masks. We’ve made it through this winter. It’s going to be a great spring and a great summer. Hope everybody can make it out to the Kansas speedway soon.,https://www.facebook.com/RogerMarshallMD/photos/a.241636129614738/1226431541135187/?type=3,,,"Photos from Senator Roger Marshall, M.D.'s post",,,,,1.83
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1357862,1741043,2021-04-30 20:43:14 CEST,2021-04-30,20:43:14,Native Video,"18,656",12593,3139,1405,279,45,874,152,145,24,owned,Yes,119443,127446,0,00:00:29,https://www.facebook.com/315496455229328/posts/3864106250368313,"100 Days of Joe Biden: So far, they haven’t been great.",https://www.facebook.com/SenatorTedCruz/videos/1099070253922193/,,,,,,,,1.83
Senator Richard Blumenthal,SenBlumenthal,289987304364966,GOVERNMENT_OFFICIAL,US,"If you are looking for the official source of information about Senator Blumenthal, please visit http://blumenthal.senate.gov/",2014-09-19 23:33:31 CEST,47400,76856,2021-04-21 00:16:15 CEST,2021-04-21,00:16:15,Status,"1,894",1092,491,63,169,3,26,1,13,36,,-,0,0,0,N/A,https://www.facebook.com/289987304364966/posts/4273814629315527,"True justice would be George Floyd alive today, but this guilty verdict provides emphatic, necessary accountability. No verdict in a single case can eliminate racism or correct the injustice that continues to afflict our country. There is so much more work to do.",,,,,,,,,1.83
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24205,61629,2021-04-28 21:39:01 CEST,2021-04-28,21:39:01,Native Video,557,140,266,25,17,3,89,3,14,0,owned,Yes,3761,3953,0,00:08:58,https://www.facebook.com/351671691660938/posts/1712850458876381,"It’s been nearly 100 days since President Biden delivered his Inaugural Address, promising our nation ""unity, not division."" But instead, POTUS only seems to be listening to the far left progressives within the Democratic Party who live on their own liberal fantasy island.",https://www.facebook.com/senjoniernst/videos/293247995756624/,,,"Ahead of President Biden’s Joint Address to Congress, Ernst Calls out Democrats’ Radical Agenda, Lack of Bipartisanship",,,,,1.82
Senator Roy Blunt,SenatorBlunt,142473042477322,GOVERNMENT_OFFICIAL,US,"Official Facebook page of U.S. Senator Roy Blunt, representing the great state of Missouri. Join Sen. Blunt on Twitter.com/RoyBlunt, Instagram.com/RoyBlunt",2013-04-09 00:43:08 CEST,31512,83753,2021-04-19 22:33:55 CEST,2021-04-19,22:33:55,Link,"1,128",175,569,31,5,7,241,4,96,0,,-,0,0,0,N/A,https://www.facebook.com/142473042477322/posts/4112226128835307,"Last year, prominent Democrats attempted to stop the confirmation of Amy Coney Barrett to the Supreme Court by threatening to pack the court in retaliation to her nomination. Sen. Chuck Schumer told his colleagues that ""nothing is off the table next year."" President Joe Biden made good on that promise with the creation of a 36-member commission to ""reform"" the court. The only thing Democrats truly think needs to be reformed is the number of liberal justices on the court. More from my Fox News op-ed ⤵️",https://www.foxnews.com/opinion/dont-pack-supreme-court-democrats-reform-sen-roy-blunt,,,Sen. Roy Blunt: Don't pack Supreme Court – here's the truth behind Democrats' radical push for 'reform',"Last year, prominent Democrats attempted to stop the confirmation of Amy Coney Barrett to the Supreme Court by threatening to pack the court in retaliation to her nomination.",,,,1.81
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24081,61539,2021-04-13 21:02:49 CEST,2021-04-13,21:02:49,Native Video,572,69,294,56,0,6,51,9,87,0,owned,Yes,3014,3398,0,00:00:05,https://www.facebook.com/351671691660938/posts/1701815906646503,Only about 6️⃣% of President Biden’s “infrastructure” plan would go toward roads and bridges. Hardworking Iowans and Americans want Congress to focus on real infrastructure needs—not progressive policy wish list items.,https://www.facebook.com/senjoniernst/videos/785141139051411/,,,Biden’s “Infrastructure” Bill,,,,,1.81
Senator Cory Booker,SenatorCoryBooker,297200417819561,GOVERNMENT_OFFICIAL,US,"Cory Booker was raised in Harrington Park, living his life as a proud New Jerseyan. After graduating from Northern Valley Regional High School, Booker received his undergraduate degree from Stanford University where he played on the varsity football team. While at Stanford, he also was awarded a Rhodes Scholarship and went on to study at the University of Oxford where he received an honors degree in History. Booker then completed his education at Yale Law School, receiving his J.D. in 1997.

After law school, Booker moved to Newark – where he still lives to this day – and started a nonprofit organization to provide legal services for low-income families and help tenants take on slumlords, improve living conditions, and stay in their homes.

At the age of twenty-nine, Booker was elected to the Newark City Council from the city’s Central Ward. In the seventeen years since, Booker has worked tirelessly at the local and national levels to improve the lives of New Jerseyans and Americans.

Starting in 2006, Booker proudly served as Newark’s mayor for more than seven years. During his tenure, the city entered its largest period of economic growth since the 1960s. In addition, overall crime declined and the quality of life for residents improved due to initiatives such as more affordable housing, new green spaces and parks, increased educational opportunities, and more efficient city services.

On October 16th, 2013, Booker won a special election to represent New Jersey in the United States Senate. On November 4th, 2014, Senator Booker was re-elected to a full six year term. As New Jersey’s junior Senator, Cory Booker has brought an innovative and bipartisan approach to tackling some of the most difficult problems facing New Jersey and our country.

Senator Booker has established himself as an innovative and bipartisan problem-solver committed to developing collaborative solutions that address some of our most complex challenges. Whether it’s advocating for more federal resources to modernize New Jersey’s transportation system, securing funds to continue the long recovery from Superstorm Sandy, or ensuring that our communities are safe from the effects of pollution and climate change, Booker has proven his steadfast commitment to standing up for what matters most to New Jerseyans. Booker has also emerged as a national leader in the Congressional push for common sense criminal justice reform, advocating for front-end sentencing reforms, pushing for the banning of juvenile solitary confinement in federal facilities, and spearheading legislation to make the hiring process fairer for the formerly incarcerated. Booker has also partnered with colleagues on both sides of the aisle to create a number of economic proposals, from increased small business investment to apprenticeship programs, with the hope of fostering greater economic mobility and opportunity for individual Americans.
",2019-02-04 13:52:07 CET,1105946,1099508,2021-04-20 14:55:38 CEST,2021-04-20,14:55:38,Status,"3,408",1771,592,141,35,9,41,477,48,294,,-,0,0,0,N/A,https://www.facebook.com/297200417819561/posts/810841786455419,"It’s been 22 years since Columbine, and Congress has repeatedly failed to make our schools safer from gun violence. Enough is enough. Congress must take action and pass legislation to end our country’s long-standing gun violence epidemic. My thoughts are with the Littleton community today.",,,,,,,,,1.81
Senator Rob Portman,senrobportman,45243961073,GOVERNMENT_OFFICIAL,US,Follow our office on Twitter: http://twitter.com/senrobportman and on YouTube at www.youtube.com/senrobportman,2013-04-09 00:43:01 CEST,56758,139161,2021-05-08 01:36:13 CEST,2021-05-08,01:36:13,Link,"2,122",459,1142,78,17,21,250,31,123,1,,-,0,0,0,N/A,https://www.facebook.com/45243961073/posts/10158066173206074,Today's disappointing jobs report lays bare the fact that paying people more to stay at home rather than go back to work is hamstringing our economic recovery. This is not a recipe for growth and we must reverse course.,https://www.washingtonpost.com/business/2021/05/07/april-jobs-report-economy-unemployment/,,,"U.S. picked up just 266,000 jobs in April, well below expectations as economy struggles to rebound",A growing fight between the White House and Republicans over workers and incentives has cast a new light on the labor market.,,,,1.8
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1357862,1741043,2021-04-30 02:52:50 CEST,2021-04-30,02:52:50,Link,"18,530",3355,2143,3033,11,286,99,989,8606,8,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3861941180584820,"Nearly 1,000 people per day are sneaking into the United States without being identified or taken into custody. This is a disastrous consequence of the #BidenBorderCrisis. https://www.washingtonpost.com/national/got-aways-border/2021/04/01/14258a1e-9302-11eb-9af7-fd0822ae4398_story.html",https://www.washingtonpost.com/national/got-aways-border/2021/04/01/14258a1e-9302-11eb-9af7-fd0822ae4398_story.html,,,Border officials say more people are sneaking past them as crossings soar and agents are overwhelmed,"CBP is recording nearly 1,000 “got aways” per day, the highest level in recent years.",,,,1.8
